Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME
12/13/07,1488.41,1489.4,1469.21,1262937000
12/14/07,1467.95,1486.67,1467.78,1126484000
12/17/07,1445.9,1465.05,1445.43,1200436000
12/18/07,1454.98,1460.16,1435.65,1215856000
12/19/07,1453,1464.42,1445.31,1126408000
12/20/07,1460.12,1461.53,1447.22,1101109000
12/21/07,1484.46,1485.4,1463.19,1937098000
12/24/07,1496.45,1497.63,1484.55,431044500
12/25/07,1496.45,1497.63,1484.55,431044500
12/26/07,1497.66,1498.85,1488.2,621716300
12/27/07,1476.37,1495.05,1475.86,749983600
12/28/07,1478.49,1488.01,1471.7,779030100
12/31/07,1468.36,1475.83,1465.13,849330600
1/1/08,1468.36,1475.83,1465.13,849330600
1/2/08,1447.16,1471.77,1442.07,1248723000
1/3/08,1447.16,1456.8,1443.73,1093171000
1/4/08,1411.63,1444.01,1411.19,1466069000
1/7/08,1416.18,1423.87,1403.45,1507873000
1/8/08,1390.19,1430.28,1388.3,1656083000
1/9/08,1409.13,1409.19,1378.7,1804646000
1/10/08,1420.33,1429.09,1395.31,1788324000
1/11/08,1401.02,1419.91,1394.83,1584654000
1/14/08,1416.25,1417.89,1402.91,1260171000
1/15/08,1380.95,1411.88,1380.6,1611564000
1/16/08,1373.2,1391.99,1364.27,2000854000
1/17/08,1333.25,1377.72,1330.67,1946746000
1/18/08,1325.19,1350.28,1312.51,2245565000
1/21/08,1325.19,1350.28,1312.51,2245565000
1/22/08,1310.5,1322.09,1274.29,2356692000
1/23/08,1338.6,1339.09,1270.05,2558623000
1/24/08,1352.07,1355.15,1334.31,1951047000
1/25/08,1330.61,1368.56,1327.5,1757352000
1/28/08,1353.97,1353.97,1322.26,1376848000
1/29/08,1362.3,1364.93,1350.19,1398875000
1/30/08,1355.81,1385.86,1352.95,1679396000
1/31/08,1378.55,1385.62,1334.08,1969022000
2/1/08,1395.41,1396.02,1375.93,2051114000
2/4/08,1380.82,1395.38,1379.69,1306226000
2/5/08,1336.64,1380.28,1336.64,1551903000
2/6/08,1326.45,1351.96,1324.34,1475338000
2/7/08,1336.91,1347.16,1316.75,1683976000
2/8/08,1331.29,1341.22,1321.06,1345300000
2/11/08,1339.13,1341.4,1320.32,1277476000
2/12/08,1348.86,1362.1,1339.36,1315136000
2/13/08,1367.21,1369.23,1350.78,1256276000
2/14/08,1348.86,1368.16,1347.31,1221202000
2/15/08,1350,1350,1338.13,1329573000
2/18/08,1350,1350,1338.13,1329573000
2/19/08,1348.78,1367.28,1345.05,1198302000
2/20/08,1360.03,1363.71,1336.55,1271698000
2/21/08,1342.53,1367.94,1339.34,1253845000
2/22/08,1353.11,1354.3,1327.04,1279144000
2/25/08,1371.8,1374.36,1346.03,1331920000
2/26/08,1381.29,1387.34,1363.29,1324189000
2/27/08,1380.02,1388.34,1372,1244207000
2/28/08,1367.68,1378.16,1363.16,1234600000
2/29/08,1330.63,1364.07,1325.42,1591828000
3/3/08,1331.34,1335.13,1320.04,1304284000
3/4/08,1326.75,1331.03,1307.39,1602734000
3/5/08,1333.7,1344.19,1320.22,1439508000
3/6/08,1304.34,1332.2,1303.42,1388956000
3/7/08,1293.37,1313.24,1282.43,1503128000
3/10/08,1273.37,1295.01,1272.66,1375892000
3/11/08,1320.65,1320.65,1274.4,1685649000
3/12/08,1308.77,1333.26,1307.86,1323539000
3/13/08,1315.48,1321.68,1282.11,1651395000
3/14/08,1288.14,1321.47,1274.86,1744821000
3/17/08,1276.6,1287.5,1256.98,1785103000
3/18/08,1330.74,1330.74,1277.16,1736810000
3/19/08,1298.42,1341.51,1298.42,1600210000
3/20/08,1329.51,1330.67,1295.22,2164867000
3/21/08,1329.51,1330.67,1295.22,2164867000
3/24/08,1349.88,1359.68,1330.29,1293808000
3/25/08,1352.98,1357.47,1341.21,1219159000
3/26/08,1341.13,1352.45,1336.41,1213426000
3/27/08,1325.76,1345.62,1325.66,1231521000
3/28/08,1315.22,1334.87,1312.95,1146930000
3/31/08,1322.7,1328.52,1312.81,1285014000
4/1/08,1370.18,1370.18,1326.41,1426818000
4/2/08,1367.53,1377.95,1361.55,1199503000
4/3/08,1369.31,1375.66,1358.68,1028008000
4/4/08,1370.4,1380.91,1362.83,1034981000
4/7/08,1372.54,1386.74,1369.02,1048235000
4/8/08,1365.54,1370.16,1360.62,1016550000
4/9/08,1354.49,1368.39,1349.97,1048001000
4/10/08,1360.55,1367.24,1350.11,1161228000
4/11/08,1332.83,1357.98,1331.21,1127900000
4/14/08,1328.32,1335.64,1326.16,962857700
4/15/08,1334.43,1337.72,1324.35,1024643000
4/16/08,1364.71,1365.49,1337.02,1233334000
4/17/08,1365.56,1368.6,1357.25,1028500000
4/18/08,1390.33,1395.9,1369,1353863000
4/21/08,1388.17,1390.23,1379.25,967742100
4/22/08,1375.94,1386.43,1369.84,1094397000
4/23/08,1379.93,1387.87,1372.24,1208787000
4/24/08,1388.82,1397.72,1371.09,1286680000
4/25/08,1397.84,1399.11,1379.98,1127989000
4/28/08,1396.37,1402.9,1394.4,1009916000
4/29/08,1390.94,1397,1386.7,1034216000
4/30/08,1385.59,1404.57,1384.25,1247161000
5/1/08,1409.34,1410.07,1383.07,1250635000
5/2/08,1413.9,1422.72,1406.25,1147290000
5/5/08,1407.49,1415.7,1404.37,1196528000
5/6/08,1418.26,1421.57,1397.1,1206198000
5/7/08,1392.57,1419.54,1391.16,1159022000
5/8/08,1397.68,1402.35,1389.39,1035769000
5/9/08,1388.28,1394.9,1384.11,888157300
5/12/08,1403.58,1404.06,1386.2,887298800
5/13/08,1403.04,1406.3,1396.26,1092082000
5/14/08,1408.66,1420.19,1405.65,1068208000
5/15/08,1423.57,1424.4,1406.87,1096061000
5/16/08,1425.35,1425.82,1414.35,1227746000
5/19/08,1426.63,1440.24,1421.63,1009606000
5/20/08,1413.4,1424.49,1409.09,1093244000
5/21/08,1390.71,1419.12,1388.81,1187332000
5/22/08,1394.35,1399.07,1390.23,1006956000
5/23/08,1375.93,1392.2,1373.72,955946700
5/26/08,1375.93,1392.2,1373.72,955946700
5/27/08,1385.35,1387.4,1373.07,955438200
5/28/08,1390.84,1391.25,1378.16,1007454000
5/29/08,1398.26,1406.32,1388.59,1003663000
5/30/08,1400.38,1404.46,1398.08,1115446000
6/2/08,1385.67,1399.62,1377.79,996711700
6/3/08,1377.65,1393.12,1370.12,1166346000
6/4/08,1377.2,1388.18,1371.74,1147300000
6/5/08,1404.05,1404.05,1377.48,1091026000
6/6/08,1360.68,1400.06,1359.9,1367055000
6/9/08,1361.76,1370.63,1350.62,1207007000
6/10/08,1358.44,1366.84,1351.56,1155046000
6/11/08,1335.49,1357.09,1335.47,1205254000
6/12/08,1339.87,1353.03,1331.29,1317801000
6/13/08,1360.03,1360.03,1341.71,1240509000
6/16/08,1360.14,1364.7,1352.07,1041364000
6/17/08,1350.93,1366.59,1350.54,932275600
6/18/08,1337.81,1349.59,1333.4,1152147000
6/19/08,1342.83,1347.66,1330.5,1154132000
6/20/08,1317.93,1341.02,1314.46,1793020000
6/23/08,1318,1323.78,1315.31,950051900
6/24/08,1314.29,1326.02,1304.42,1214792000
6/25/08,1321.97,1335.63,1314.54,1203149000
6/26/08,1283.15,1316.29,1283.15,1358507000
6/27/08,1278.38,1289.45,1272,1550129000
6/30/08,1280,1290.31,1274.86,1354804000
7/1/08,1284.91,1285.31,1260.68,1467738000
7/2/08,1261.52,1292.17,1261.51,1296477000
7/3/08,1262.9,1271.48,1252.01,784720800
7/4/08,1262.9,1271.48,1252.01,784720800
7/7/08,1252.31,1273.95,1240.68,1379641000
7/8/08,1273.7,1274.17,1242.84,1461759000
7/9/08,1244.69,1277.36,1244.57,1304639000
7/10/08,1253.39,1257.65,1236.76,1329433000
7/11/08,1239.49,1257.27,1225.35,1517142000
7/14/08,1228.3,1253.5,1225.01,1220577000
7/15/08,1214.91,1234.35,1200.44,1687822000
7/16/08,1245.36,1245.52,1211.39,1484364000
7/17/08,1260.32,1262.31,1241.49,1694473000
7/18/08,1260.68,1262.23,1251.81,1618396000
7/21/08,1260,1267.74,1255.7,1069336000
7/22/08,1277,1277.42,1248.83,1390442000
7/23/08,1282.19,1291.17,1276.06,1485327000
7/24/08,1252.54,1283.22,1251.48,1410675000
7/25/08,1257.76,1263.23,1251.75,1089150000
7/28/08,1234.37,1260.09,1234.37,1034960000
7/29/08,1263.2,1263.2,1236.38,1169045000
7/30/08,1284.26,1284.33,1264.52,1207146000
7/31/08,1267.38,1284.93,1265.97,1243578000
8/1/08,1260.31,1270.52,1254.54,1054134000
8/4/08,1249.02,1260.49,1247.45,964844600
8/5/08,1284.88,1284.88,1254.67,1176924000
8/6/08,1289.19,1291.67,1276,1054108000
8/7/08,1266.07,1286.51,1264.29,1132038000
8/8/08,1296.32,1297.85,1262.11,1055599000
8/11/08,1305.32,1313.15,1291.41,1008540000
8/12/08,1289.59,1304.79,1285.64,939775700
8/13/08,1285.83,1294.03,1274.86,981222900
8/14/08,1292.93,1300.11,1276.84,847522200
8/15/08,1298.2,1302.05,1290.74,1031665000
8/18/08,1278.6,1300.22,1274.51,828607900
8/19/08,1266.69,1276.65,1263.11,853400500
8/20/08,1274.54,1276.01,1261.16,862960800
8/21/08,1277.72,1281.4,1265.22,748963000
8/22/08,1292.2,1293.09,1277.59,736007700
8/25/08,1266.84,1290.47,1264.87,747565000
8/26/08,1271.51,1275.65,1263.21,679272800
8/27/08,1281.66,1285.05,1270.03,674772700
8/28/08,1300.68,1300.68,1283.79,787747300
8/29/08,1282.83,1297.59,1282.74,870652800
9/1/08,1282.83,1297.59,1282.74,870652800
9/2/08,1277.58,1303.04,1272.2,987542600
9/3/08,1274.98,1280.6,1265.59,1002996000
9/4/08,1236.83,1271.8,1232.83,1180322000
9/5/08,1242.31,1244.94,1217.23,1067810000
9/8/08,1267.79,1274.42,1247.12,1545576000
9/9/08,1224.51,1268.66,1224.51,1476019000
9/10/08,1232.04,1243.9,1221.6,1319870000
9/11/08,1249.05,1249.98,1211.54,1273705000
9/12/08,1251.7,1255.09,1233.81,1124353000
9/15/08,1192.7,1250.92,1192.7,1745101000
9/16/08,1213.59,1214.84,1169.28,1968803000
9/17/08,1156.39,1210.34,1155.88,1882805000
9/18/08,1206.52,1211.14,1133.5,2145964000
9/19/08,1255.08,1265.12,1213.11,2603966000
9/22/08,1207.09,1255.37,1205.61,1218878000
9/23/08,1188.22,1221.15,1187.06,1109956000
9/24/08,1185.87,1197.41,1179.79,1131533000
9/25/08,1209.18,1220.03,1187.87,1403115000
9/26/08,1213.01,1215.77,1187.54,1133598000
9/29/08,1106.39,1209.07,1106.39,2696212000
9/30/08,1166.36,1168.03,1113.78,1452098000
10/1/08,1161.07,1167.03,1140.77,1221696000
10/2/08,1114.28,1160.64,1111.43,1355748000
10/3/08,1099.23,1153.82,1098.14,1306292000
10/6/08,1056.89,1097.56,1007.97,1754661000
10/7/08,996.23,1072.91,996.23,1603679000
10/8/08,984.94,1021.06,970.97,1953821000
10/9/08,909.92,1005.25,909.19,1896198000
10/10/08,899.22,936.36,839.8,2733487000
10/13/08,1003.35,1006.93,912.75,1618637000
10/14/08,998.01,1044.31,972.07,1740303000
10/15/08,907.84,994.6,903.99,1583454000
10/16/08,946.43,947.71,865.83,1935415000
10/17/08,940.55,984.64,918.74,1630556000
10/20/08,985.4,985.4,943.51,1124487000
10/21/08,955.05,985.44,952.47,1103540000
10/22/08,896.78,951.67,875.81,1520477000
10/23/08,908.11,922.83,858.44,1579877000
10/24/08,876.77,896.3,852.85,1515167000
10/27/08,848.92,893.78,846.75,1222397000
10/28/08,940.51,940.51,845.27,1622575000
10/29/08,930.09,969.97,922.26,1463164000
10/30/08,954.09,963.23,928.5,1305888000
10/31/08,968.75,984.38,944.59,1447758000
11/3/08,966.3,975.57,958.82,883065000
11/4/08,1005.75,1007.51,971.31,1184194000
11/5/08,952.77,1001.84,949.86,1222573000
11/6/08,904.88,952.4,899.73,1470039000
11/7/08,930.99,931.46,906.9,1163100000
11/10/08,919.21,951.95,907.47,1024003000
11/11/08,898.95,917.15,884.9,1093206000
11/12/08,852.3,893.39,850.48,1321962000
11/13/08,911.29,913.01,818.69,1879164000
11/14/08,873.29,916.88,869.88,1313232000
11/17/08,850.75,882.29,848.98,1162647000
11/18/08,859.12,865.9,826.84,1490192000
11/19/08,806.58,864.57,806.18,1517348000
11/20/08,752.44,820.52,747.78,2045348000
11/21/08,800.03,801.2,741.02,2127293000
11/24/08,851.81,865.6,801.2,1782844000
11/25/08,857.39,868.94,834.99,1560919000
11/26/08,887.68,887.68,841.37,1151347000
11/27/08,887.68,887.68,841.37,1151347000
11/28/08,896.24,896.25,881.21,618802400
12/1/08,816.21,888.61,815.69,1357100000
12/2/08,848.81,850.54,817.94,1349075000
12/3/08,870.74,873.12,827.6,1359238000
12/4/08,845.22,875.6,833.6,1278842000
12/5/08,876.07,879.42,818.41,1427193000
12/8/08,909.7,918.57,882.71,1481863000
12/9/08,888.67,916.26,885.38,1266426000
12/10/08,899.24,908.27,885.45,1097479000
12/11/08,873.59,904.63,868.73,1198292000
12/12/08,879.73,883.24,851.35,1189736000
12/15/08,868.57,884.63,857.72,1001817000
12/16/08,913.18,914.66,871.53,1331025000
12/17/08,904.42,918.85,895.94,1107520000
12/18/08,885.28,911.02,877.44,1190797000
12/19/08,887.88,905.47,883.02,2096495000
12/22/08,871.63,887.37,857.09,962183000
12/23/08,863.16,880.44,860.1,766584600
12/24/08,868.15,869.79,861.44,297294500
12/25/08,868.15,869.79,861.44,297294500
12/26/08,872.8,873.74,866.52,377033200
12/29/08,869.42,873.7,857.07,683945900
12/30/08,890.64,891.12,870.58,722934300
12/31/08,903.25,910.32,889.67,1016605000
1/1/09,903.25,910.32,889.67,1016605000
1/2/09,931.8,934.73,899.35,876289000
1/5/09,927.45,936.63,919.53,1059020000
1/6/09,934.7,943.85,927.28,1087272000
1/7/09,906.65,927.45,902.37,1101963000
1/8/09,909.73,910,896.81,1023791000
1/9/09,890.35,911.93,888.31,1004882000
1/12/09,870.26,890.4,864.32,1086502000
1/13/09,871.79,877.02,862.02,1206380000
1/14/09,842.62,867.28,836.93,1271062000
1/15/09,843.74,851.59,817.04,1510806000
1/16/09,850.12,858.13,830.66,1550015000
1/19/09,850.12,858.13,830.66,1550015000
1/20/09,805.22,849.64,804.47,1515610000
1/21/09,840.24,841.72,804.3,1528313000
1/22/09,827.5,839.74,811.29,1487407000
1/23/09,831.95,838.61,806.07,1331552000
1/26/09,836.57,852.53,827.69,1171391000
1/27/09,845.71,850.45,835.4,1075032000
1/28/09,874.09,877.86,845.73,1402609000
1/29/09,845.14,868.89,844.15,1288879000
1/30/09,825.88,851.66,821.67,1378222000
2/2/09,825.44,830.78,812.87,1230600000
2/3/09,838.51,842.6,821.98,1268883000
2/4/09,832.23,851.85,829.18,1300760000
2/5/09,845.85,850.55,819.91,1537664000
2/6/09,868.6,870.75,845.42,1409551000
2/9/09,869.89,875.01,861.65,1129397000
2/10/09,827.16,868.05,822.99,1650778000
2/11/09,833.74,838.22,822.3,1172395000
2/12/09,835.19,835.48,808.06,1346519000
2/13/09,826.84,839.43,825.21,1061222000
2/16/09,826.84,839.43,825.21,1061222000
2/17/09,789.17,818.61,789.17,1399790000
2/18/09,788.42,796.17,780.43,1235414000
2/19/09,778.94,797.58,777.03,1314886000
2/20/09,770.05,778.69,754.25,1910226000
2/23/09,743.33,777.85,742.37,1423690000
2/24/09,773.14,775.49,744.69,1639865000
2/25/09,764.9,780.12,752.89,1674492000
2/26/09,752.83,779.42,751.75,1375297000
2/27/09,735.09,751.27,734.52,2014090000
3/2/09,700.82,729.57,699.7,1708782000
3/3/09,696.33,711.67,692.3,1645274000
3/4/09,712.87,724.12,698.6,1609150000
3/5/09,682.55,708.27,677.93,1698134000
3/6/09,683.38,699.09,666.79,1623756000
3/9/09,676.53,695.27,672.88,1378443000
3/10/09,719.6,719.6,679.28,1928730000
3/11/09,721.36,731.92,713.85,1560770000
3/12/09,750.74,752.63,714.76,1557719000
3/13/09,756.55,758.29,742.46,1448658000
3/16/09,753.89,774.53,753.37,1670886000
3/17/09,778.12,778.12,749.93,1323760000
3/18/09,794.35,803.04,765.64,1902673000
3/19/09,784.04,803.24,781.82,1705165000
3/20/09,768.54,788.91,766.2,2283032000
3/23/09,822.92,823.37,772.31,1651694000
3/24/09,806.12,823.65,805.48,1341716000
3/25/09,813.88,826.78,791.37,1547557000
3/26/09,832.86,832.98,814.06,1538767000
3/27/09,815.94,828.68,813.43,1192149000
3/30/09,787.53,809.07,779.81,1307410000
3/31/09,797.87,810.48,790.88,1434282000
4/1/09,811.08,813.62,783.32,1335174000
4/2/09,834.38,845.61,814.53,1638075000
4/3/09,842.5,842.5,826.7,1275474000
4/6/09,835.48,839.75,822.79,1089613000
4/7/09,815.55,834.12,814.53,1082561000
4/8/09,825.16,828.42,814.84,1172403000
4/9/09,856.56,856.91,829.29,1542861000
4/10/09,856.56,856.91,829.29,1542861000
4/13/09,858.73,864.31,845.35,1294081000
4/14/09,841.5,856.88,840.25,1525330000
4/15/09,852.06,852.93,835.58,1293907000
4/16/09,865.3,870.35,847.04,1333801000
4/17/09,869.6,875.63,860.87,1765007000
4/20/09,832.39,868.27,832.39,1692090000
4/21/09,850.08,850.09,826.83,1537988000
4/22/09,843.55,861.78,840.57,1609430000
4/23/09,851.92,852.87,835.45,1400006000
4/24/09,866.23,871.8,853.91,1526782000
4/27/09,857.51,868.83,854.65,1179014000
4/28/09,855.16,864.48,847.12,1071764000
4/29/09,873.64,882.06,856.85,1216475000
4/30/09,872.81,888.7,868.51,1499668000
5/1/09,877.52,880.48,866.1,1057385000
5/4/09,907.24,907.85,879.21,1413723000
5/5/09,903.8,907.7,897.34,1241436000
5/6/09,919.53,920.28,903.95,1545868000
5/7/09,907.39,929.58,901.36,1733985000
5/8/09,929.23,930.17,909.03,1685269000
5/11/09,909.24,922.99,908.68,1319978000
5/12/09,908.35,915.57,896.46,1381109000
5/13/09,883.92,905.4,882.8,1447393000
5/14/09,893.07,898.36,882.52,1239238000
5/15/09,882.88,896.97,878.94,1247082000
5/18/09,909.71,910,886.07,1157445000
5/19/09,908.13,916.39,905.22,1081109000
5/20/09,903.47,924.6,901.37,1353482000
5/21/09,888.33,900.42,879.61,1257233000
5/22/09,887,896.65,883.75,869560600
5/25/09,887,896.65,883.75,869560600
5/26/09,910.33,911.76,881.46,1182728000
5/27/09,893.06,913.84,891.87,1135971000
5/28/09,906.83,909.45,887.6,1117161000
5/29/09,919.14,920.02,903.56,1503229000
6/1/09,942.87,947.77,923.26,1295460000
6/2/09,944.74,949.38,938.46,1141828000
6/3/09,931.76,942.51,923.85,1117694000
6/4/09,942.46,942.47,929.32,1174652000
6/5/09,940.09,951.69,934.13,1075362000
6/8/09,939.14,946.33,926.44,904726000
6/9/09,942.43,946.92,936.15,895403500
6/10/09,939.15,949.77,927.97,998641000
6/11/09,944.89,956.23,939.04,1051786000
6/12/09,946.21,946.3,935.66,774895200
6/15/09,923.72,942.45,919.65,977573100
6/16/09,911.97,928,911.6,1003630000
6/17/09,910.71,918.44,903.78,1119599000
6/18/09,918.37,921.93,907.94,944148900
6/19/09,921.23,927.09,915.8,2062390000
6/22/09,893.04,918.13,893.04,1210097000
6/23/09,895.1,898.69,888.86,1032402000
6/24/09,900.94,910.85,896.31,951932900
6/25/09,920.26,921.42,896.27,1062899000
6/26/09,918.9,922,913.03,1421567000
6/29/09,927.23,927.99,916.18,882446300
6/30/09,919.32,930.01,912.86,1138554000
7/1/09,923.33,931.92,920.82,828943000
7/2/09,896.42,921.24,896.42,734341800
7/3/09,896.42,921.24,896.42,734341800
7/6/09,898.72,898.72,886.36,982174100
7/7/09,881.03,898.6,879.93,1000590000
7/8/09,879.56,886.8,869.32,1308057000
7/9/09,882.68,887.86,878.45,902716200
7/10/09,879.13,883.57,872.81,829316700
7/13/09,901.05,901.05,875.32,1087624000
7/14/09,905.84,905.84,896.5,898773200
7/15/09,932.68,933.95,910.15,1277686000
7/16/09,940.74,943.96,927.45,1081015000
7/17/09,940.38,941.89,934.65,1237679000
7/20/09,951.13,951.62,940.99,1004518000
7/21/09,954.58,956.53,943.22,1087334000
7/22/09,954.07,959.83,947.75,1054685000
7/23/09,976.29,979.42,953.27,1301013000
7/24/09,979.26,979.79,965.95,941728300
7/27/09,982.18,982.49,972.29,930706600
7/28/09,979.62,982.35,969.35,1080943000
7/29/09,975.15,977.76,968.65,1198064000
7/30/09,986.75,996.68,976.01,1304140000
7/31/09,987.48,993.18,982.85,1410121000
8/3/09,1002.63,1003.61,990.22,1049509000
8/4/09,1005.65,1007.12,996.68,1082341000
8/5/09,1002.72,1006.64,994.31,1705014000
8/6/09,997.08,1008,992.49,1186696000
8/7/09,1010.48,1018,999.83,1232038000
8/10/09,1007.1,1010.12,1000.99,892977600
8/11/09,994.35,1005.77,992.4,962837600
8/12/09,1005.81,1012.78,993.36,1046149000
8/13/09,1012.73,1013.14,1000.82,774486100
8/14/09,1004.09,1012.6,994.6,961235200
8/17/09,979.73,998.18,978.51,1049171000
8/18/09,989.67,991.2,980.62,839006500
8/19/09,996.46,999.61,980.62,880743300
8/20/09,1007.37,1008.92,996.39,898551700
8/21/09,1026.13,1027.59,1009.06,1312828000
8/24/09,1025.57,1035.82,1022.48,979707600
8/25/09,1028,1037.75,1026.21,935839200
8/26/09,1028.12,1032.47,1021.57,841764200
8/27/09,1030.98,1033.33,1016.2,957957600
8/28/09,1028.93,1039.47,1023.13,1090135000
8/31/09,1020.63,1025.21,1014.62,1118939000
9/1/09,998.04,1028.45,996.28,1392886000
9/2/09,994.75,1000.34,991.97,1087342000
9/3/09,1003.24,1003.43,992.25,987494700
9/4/09,1016.4,1016.48,1001.65,829458500
9/7/09,1016.4,1016.48,1001.65,829458500
9/8/09,1025.39,1026.07,1018.67,1090009000
9/9/09,1033.37,1036.34,1023.97,1050752000
9/10/09,1044.14,1044.14,1028.04,1341025000
9/11/09,1042.73,1048.18,1038.4,1066924000
9/14/09,1049.34,1049.74,1035,1060524000
9/15/09,1052.63,1056.04,1043.42,1327966000
9/16/09,1068.76,1068.76,1052.87,1379410000
9/17/09,1065.48,1074.77,1061.2,1290933000
9/18/09,1068.3,1071.52,1064.27,2109998000
9/21/09,1064.66,1067.28,1057.46,1035951000
9/22/09,1071.66,1073.81,1066.35,1084416000
9/23/09,1060.87,1080.15,1060.39,1136872000
9/24/09,1050.78,1066.29,1045.85,1103344000
9/25/09,1044.38,1053.47,1041.17,988608300
9/28/09,1062.98,1065.13,1045.38,826224300
9/29/09,1060.61,1069.62,1057.83,939221100
9/30/09,1057.08,1063.4,1046.47,1549257000
10/1/09,1029.85,1054.91,1029.45,1377871000
10/2/09,1025.21,1030.6,1019.95,1168125000
10/5/09,1040.45,1042.58,1025.92,944469800
10/6/09,1054.72,1060.55,1042.02,1062656000
10/7/09,1057.59,1058.02,1050.1,904917300
10/8/09,1065.48,1070.67,1060.03,1058907000
10/9/09,1071.49,1071.51,1063,845884200
10/12/09,1076.19,1079.46,1071.63,817808300
10/13/09,1073.19,1075.3,1066.71,994566500
10/14/09,1092.02,1093.17,1078.68,1178465000
10/15/09,1096.56,1096.56,1086.41,1178639000
10/16/09,1087.68,1094.67,1081.53,1259424000
10/19/09,1097.91,1100.17,1086.48,903384800
10/20/09,1091.06,1098.64,1086.16,1060443000
10/21/09,1081.4,1101.36,1080.77,1246035000
10/22/09,1092.91,1095.21,1074.31,1159124000
10/23/09,1079.6,1095.83,1075.49,1163963000
10/26/09,1066.95,1091.75,1065.23,1208699000
10/27/09,1063.41,1072.48,1060.62,1172615000
10/28/09,1042.63,1063.26,1042.19,1361203000
10/29/09,1066.11,1066.83,1043.69,1207419000
10/30/09,1036.19,1065.41,1033.38,1397615000
11/2/09,1042.88,1052.18,1029.38,1235923000
11/3/09,1045.41,1046.36,1033.94,1146891000
11/4/09,1046.5,1061,1045.15,1104804000
11/5/09,1066.63,1066.65,1047.3,1093347000
11/6/09,1069.3,1071.48,1059.32,909163600
11/9/09,1093.08,1093.19,1072.31,1051707000
11/10/09,1093.01,1096.42,1087.4,919364100
11/11/09,1098.51,1105.37,1093.81,867579900
11/12/09,1087.24,1101.97,1084.9,880871000
11/13/09,1093.48,1097.79,1085.33,832806000
11/16/09,1109.3,1113.69,1094.13,985572200
11/17/09,1110.32,1110.52,1102.19,806519600
11/18/09,1109.8,1111.1,1102.7,887346000
11/19/09,1094.9,1106.44,1088.4,993810100
11/20/09,1091.38,1094.66,1086.81,1062881000
11/23/09,1106.24,1112.38,1094.86,839359300
11/24/09,1105.65,1107.56,1097.63,814676300
11/25/09,1110.63,1111.18,1104.75,649280500
11/26/09,1110.63,1111.18,1104.75,649280500
11/27/09,1091.49,1105.47,1083.74,558608200
11/30/09,1095.63,1097.24,1086.25,1087869000
12/1/09,1108.86,1112.28,1098.89,938975000
12/2/09,1109.23,1115.58,1105.29,839538500
12/3/09,1099.92,1117.28,1098.74,989612700
12/4/09,1105.98,1119.13,1096.52,1337664000
12/7/09,1103.25,1110.72,1100.83,901837800
12/8/09,1091.94,1103.04,1088.61,1006665000
12/9/09,1095.95,1097.04,1085.89,917832100
12/10/09,1102.35,1106.25,1098.69,906695700
12/11/09,1106.41,1108.5,1101.34,822517100
12/14/09,1114.11,1114.76,1107.84,911187700
12/15/09,1107.93,1114.11,1105.35,1007033000
12/16/09,1109.18,1116.21,1107.96,1037936000
12/17/09,1096.08,1106.36,1095.88,1561864000
12/18/09,1102.47,1103.74,1093.88,2777861000
12/21/09,1114.05,1117.68,1105.31,848097400
12/22/09,1118.02,1120.27,1114.51,742451900
12/23/09,1120.59,1121.58,1116,632392400
12/24/09,1126.48,1126.48,1121.08,261180100
12/25/09,1126.48,1126.48,1121.08,261180100
12/28/09,1127.78,1130.38,1123.51,561872300
12/29/09,1126.2,1130.38,1126.08,489466100
12/30/09,1126.42,1126.42,1121.94,505993100
12/31/09,1115.1,1127.64,1114.81,552944200
1/1/10,1115.1,1127.64,1114.81,552944200
1/4/10,1132.98,1133.87,1116.56,831826500
1/5/10,1136.52,1136.63,1129.66,982261100
1/6/10,1137.14,1139.19,1133.95,927104200
1/7/10,1141.69,1142.46,1131.32,1069001000
1/8/10,1144.98,1145.39,1136.22,871873600
1/11/10,1146.98,1149.74,1142.02,812147100
1/12/10,1136.22,1143.81,1131.77,966832800
1/13/10,1145.68,1148.4,1133.18,854998000
1/14/10,1148.46,1150.41,1143.8,837162800
1/15/10,1136.03,1147.77,1131.39,1377474000
1/18/10,1136.03,1147.77,1131.39,1377474000
1/19/10,1150.23,1150.45,1135.77,913992300
1/20/10,1138.04,1147.95,1129.25,951016100
1/21/10,1116.48,1141.58,1114.84,1383449000
1/22/10,1091.76,1115.49,1090.18,1374489000
1/25/10,1096.79,1102.97,1092.4,968369500
1/26/10,1092.17,1103.69,1089.86,1075171000
1/27/10,1097.5,1099.51,1083.11,1211570000
1/28/10,1084.53,1100.22,1078.46,1139936000
1/29/10,1073.87,1096.45,1071.59,1521404000
2/1/10,1089.19,1089.38,1073.89,943806000
2/2/10,1103.32,1104.73,1087.96,1068575000
2/3/10,1097.28,1102.72,1093.97,987772400
2/4/10,1063.11,1097.25,1062.78,1349741000
2/5/10,1066.19,1067.13,1044.5,1380443000
2/8/10,1056.74,1071.2,1056.51,992858200
2/9/10,1070.52,1079.28,1060.06,1077304000
2/10/10,1068.13,1073.67,1059.34,911958100
2/11/10,1078.47,1080.04,1060.59,945516500
2/12/10,1075.51,1077.81,1062.97,1184045000
2/15/10,1075.51,1077.81,1062.97,1184045000
2/16/10,1094.87,1095.67,1079.13,959347900
